1000.000	2.138	11.749	
2000.000	2.569	16.816	
3000.000	2.793	13.368	
4000.000	3.000	0.000	
5000.000	3.052	6.644	
6000.000	3.086	12.806	
7000.000	3.121	16.784	
8000.000	3.207	12.152	
9000.000	3.552	14.920	
