1000.000	1078.569	1147.382	
2000.000	1385.017	1629.222	
3000.000	1776.862	1847.691	
4000.000	1976.328	1605.340	
5000.000	2294.586	1884.500	
6000.000	2827.052	3848.805	
7000.000	3879.724	6364.290	
8000.000	4306.983	8585.911	
9000.000	4894.672	6660.877	
