1000.000	1.000	0.000	
2000.000	1.036	0.380	
3000.000	1.000	0.000	
4000.000	1.429	1.013	
5000.000	1.893	0.633	
6000.000	2.000	0.000	
7000.000	2.000	0.000	
8000.000	2.000	0.000	
9000.000	2.000	0.000	
